Draw Date,Winning Numbers1,Winning Numbers2,Winning Numbers3,Winning Numbers4,Winning Numbers5,Winning Numbers6,Winning Numbers7,Winning Numbers8,Winning Numbers9,Winning Numbers10,Winning Numbers11,Winning Numbers12,Winning Numbers13,Winning Numbers14,Winning Numbers15,Winning Numbers16,Winning Numbers17,Winning Numbers18,Winning Numbers19,Winning Numbers20
11/28/17,07,10,15,18,20,26,30,33,42,48,51,52,56,57,65,71,73,75,78,80
11/27/17,06,11,21,22,24,27,32,37,41,43,48,55,60,61,66,68,71,74,77,78
11/26/17,03,04,05,09,10,15,18,19,23,29,48,49,52,55,59,69,72,73,75,76
11/25/17,09,14,15,16,18,19,20,22,23,33,37,49,58,61,62,63,66,73,77,79
11/24/17,03,08,09,11,16,18,20,23,24,34,35,48,52,57,65,66,72,73,76,77
11/23/17,01,05,08,13,15,16,39,48,49,51,57,60,61,63,66,69,70,76,78,79
11/22/17,01,04,07,12,13,23,24,26,34,37,40,43,57,58,64,65,67,70,75,80
11/21/17,04,11,25,26,31,34,35,37,40,42,45,50,55,57,64,66,69,70,72,79
11/20/17,03,04,11,12,19,20,23,24,26,27,34,41,46,47,50,51,57,64,70,73
11/19/17,03,04,12,20,21,28,30,32,33,35,48,50,52,56,60,63,68,70,71,76
11/18/17,13,17,19,25,30,31,33,36,44,48,50,53,57,58,61,63,64,67,72,75
11/17/17,06,11,13,20,24,25,26,29,31,34,38,42,58,60,61,63,66,69,73,77
11/16/17,09,14,18,20,22,28,29,30,33,39,40,47,51,52,54,56,64,65,67,76
11/15/17,01,03,04,07,09,16,17,18,25,33,40,45,48,51,52,54,56,68,69,74
11/14/17,07,13,14,17,23,24,25,26,29,33,41,42,44,47,48,49,59,63,64,71
11/13/17,01,07,09,17,19,20,23,28,30,32,35,39,42,57,61,62,67,70,76,77
11/12/17,01,02,06,08,11,12,13,27,29,38,40,41,43,45,56,57,62,64,74,77
11/11/17,01,12,14,18,19,20,23,24,27,28,33,37,42,56,57,61,65,66,76,78
11/10/17,06,14,17,18,23,27,28,34,41,42,45,49,53,57,61,66,74,76,77,80
11/9/17,01,04,08,10,13,14,25,43,48,49,54,56,62,67,68,73,74,77,79,80
11/8/17,01,05,09,14,15,20,22,29,31,42,44,48,52,57,62,63,68,71,74,80
11/7/17,06,10,11,30,32,34,38,41,42,43,45,47,49,52,56,63,73,74,76,80
11/6/17,04,06,14,15,21,22,32,36,39,45,46,47,52,59,64,67,74,75,76,78
11/5/17,07,11,16,20,21,28,35,36,37,41,46,47,48,52,62,64,65,67,73,74
11/4/17,02,16,21,24,27,38,42,47,48,53,54,55,56,57,60,62,63,70,73,74
11/3/17,02,06,09,11,15,24,25,26,30,31,37,38,41,45,48,49,50,54,55,62
11/2/17,09,14,16,17,20,22,24,33,38,42,43,47,52,54,57,63,67,68,69,73
11/1/17,01,02,05,06,14,16,27,40,47,54,57,58,59,60,66,68,72,74,75,80
10/31/17,02,03,05,11,14,15,17,24,30,31,33,46,50,52,54,59,71,74,75,77
10/30/17,07,10,17,19,21,25,30,34,35,43,50,51,52,59,60,62,67,69,70,77
10/29/17,01,08,17,20,28,31,32,38,42,43,45,48,50,54,55,58,62,69,74,75
10/28/17,02,04,10,14,22,29,30,32,33,34,36,39,40,47,49,55,57,59,73,75
10/27/17,02,04,10,12,17,21,27,40,41,42,43,44,45,52,56,61,68,70,73,78
10/26/17,07,09,13,16,21,22,23,24,29,30,33,38,39,42,47,52,66,68,71,73
10/25/17,02,13,15,18,21,28,36,38,43,45,49,55,57,58,61,64,66,71,72,80
10/24/17,02,03,04,06,14,16,20,22,25,30,40,42,47,50,52,55,63,70,72,80
10/23/17,04,05,09,15,17,18,21,24,27,34,44,48,60,61,65,66,69,70,75,78
10/22/17,04,08,09,12,13,16,24,25,26,33,34,38,47,49,67,68,72,78,79,80
10/21/17,01,05,12,16,18,20,21,22,26,31,33,34,47,49,59,60,65,67,73,80
10/20/17,01,03,06,10,12,20,21,23,24,25,28,30,36,39,42,44,52,62,68,72
10/19/17,01,02,05,10,11,19,20,28,34,41,50,53,57,58,59,71,73,78,79,80
10/18/17,13,14,15,19,20,21,23,24,25,35,41,44,49,50,54,57,69,76,78,80
10/17/17,07,11,16,18,19,22,28,32,41,44,47,48,52,55,64,65,70,76,77,79
10/16/17,03,04,14,15,17,18,25,26,30,35,37,43,45,50,53,63,65,66,67,72
10/15/17,06,07,13,20,25,27,29,34,38,39,42,46,49,53,54,56,64,70,75,80
10/14/17,01,02,03,06,09,11,16,17,19,25,31,32,35,39,45,52,56,68,72,73
10/13/17,04,10,11,13,24,37,39,41,42,43,44,53,54,56,60,67,68,71,72,74
10/12/17,10,11,16,17,25,27,30,34,37,38,40,43,45,46,50,61,65,67,68,73
10/11/17,01,04,05,06,08,14,15,25,31,33,35,49,59,61,63,65,67,71,72,78
10/10/17,03,05,17,22,24,30,31,32,35,36,43,45,46,50,51,61,62,65,69,73
10/9/17,04,05,10,12,15,25,27,28,34,39,46,56,58,66,71,73,74,77,78,79
10/8/17,01,06,09,10,20,21,28,32,33,34,47,49,52,54,55,58,66,70,71,77
10/7/17,01,08,10,13,17,19,20,22,27,28,32,34,35,44,45,57,70,71,78,80
10/6/17,03,04,11,12,13,15,17,19,25,27,29,39,40,41,46,56,65,70,71,77
10/5/17,07,08,12,13,24,35,37,45,47,49,51,56,57,59,61,65,76,78,79,80
10/4/17,03,04,06,07,17,20,27,29,34,35,38,48,54,60,62,64,65,68,71,72
10/3/17,06,20,23,25,26,27,28,31,32,36,46,48,50,52,53,55,60,66,67,77
10/2/17,01,02,05,08,10,16,21,23,25,28,33,38,40,46,50,51,54,65,72,77
10/1/17,06,11,16,18,19,21,22,23,28,36,40,41,46,57,60,63,64,73,74,79
9/30/17,07,09,13,19,21,29,32,33,39,40,41,48,50,52,56,57,58,62,75,77
9/29/17,01,02,07,08,13,15,22,32,37,43,44,45,48,54,62,70,71,73,74,78
9/28/17,04,08,11,13,17,23,24,27,29,33,36,46,50,54,57,60,62,63,75,78
9/27/17,02,03,08,10,17,20,26,29,33,38,43,44,45,48,56,57,67,69,79,80
9/26/17,03,06,07,24,29,31,33,36,37,44,46,48,49,51,58,60,61,67,70,77
9/25/17,01,03,08,22,24,25,27,29,37,39,45,50,56,59,63,65,69,75,77,79
9/24/17,04,07,10,11,14,21,23,25,28,31,35,36,40,59,62,66,68,75,76,77
9/23/17,03,05,06,11,12,13,14,18,28,33,44,46,51,53,54,65,68,74,77,79
9/22/17,14,15,21,26,29,30,35,37,44,45,61,62,64,67,68,69,70,72,76,79
9/21/17,04,06,07,08,14,17,19,20,31,42,46,51,54,56,57,58,60,61,64,65
9/20/17,02,03,12,17,18,19,24,28,31,39,40,43,44,46,70,71,73,75,76,80
9/19/17,06,11,13,14,17,21,24,38,40,45,49,54,57,59,64,66,68,69,73,75
9/18/17,01,04,05,07,10,15,16,19,25,36,37,50,51,54,61,63,69,71,72,79
9/17/17,10,13,17,21,30,31,34,48,51,59,60,63,64,65,67,68,69,71,74,79
9/16/17,06,18,19,23,24,26,32,34,35,38,43,46,47,48,58,62,65,71,72,76
9/15/17,08,09,12,14,16,24,29,33,41,45,47,51,52,58,59,62,64,68,78,80
9/14/17,04,07,08,14,16,24,26,27,29,33,35,47,48,51,52,55,56,62,67,75
9/13/17,06,11,14,19,24,26,29,34,43,50,52,54,58,59,63,69,71,72,78,80
9/12/17,08,12,15,18,22,25,33,35,43,46,47,51,54,55,56,57,67,70,76,79
9/11/17,03,09,12,14,15,21,24,27,30,31,32,36,38,39,44,48,50,60,64,78
9/10/17,01,02,04,10,15,20,26,27,31,44,50,54,55,62,65,66,67,69,70,74
9/9/17,03,04,05,06,09,11,17,29,31,37,49,52,55,60,61,67,73,74,75,77
9/8/17,05,08,09,14,15,23,27,29,30,35,36,40,46,50,59,60,76,78,79,80
9/7/17,01,03,04,21,23,25,26,31,32,33,34,36,42,49,53,56,65,67,72,73
9/6/17,15,21,22,29,31,33,38,41,44,50,51,52,56,59,62,63,70,74,76,77
9/5/17,03,08,13,15,23,27,29,37,40,46,47,49,50,53,60,62,67,69,78,79
9/4/17,04,19,20,23,27,28,29,38,42,47,51,53,55,59,66,67,70,74,78,79
9/3/17,03,08,17,18,20,26,27,33,37,38,46,49,52,58,69,73,74,77,78,80
9/2/17,07,10,15,21,22,24,32,34,40,41,43,45,63,68,69,71,73,76,77,78
9/1/17,01,12,13,16,29,31,32,37,38,39,44,45,47,50,52,58,60,63,73,79
8/31/17,03,05,06,08,09,21,24,25,34,39,44,52,61,65,68,75,77,78,79,80
8/30/17,02,03,08,14,16,17,22,26,34,36,42,43,44,49,53,55,58,63,73,80
8/29/17,03,04,06,08,09,11,12,16,21,24,26,28,33,34,37,38,50,65,69,75
8/28/17,06,12,22,24,25,33,36,38,39,43,50,51,53,54,56,57,61,72,76,80
8/27/17,01,02,05,11,16,19,20,24,27,29,30,37,43,50,53,61,62,69,74,80
8/26/17,02,04,06,16,22,26,27,30,31,32,40,42,44,51,53,61,65,72,73,74
8/25/17,05,12,13,14,19,20,23,24,30,34,41,44,45,49,51,60,61,72,76,80
8/24/17,04,08,10,13,17,19,23,33,35,38,40,47,49,50,61,69,70,72,76,80
8/23/17,05,14,22,27,29,38,40,46,47,49,50,61,64,65,69,72,74,75,76,78
8/22/17,07,08,10,16,20,25,29,38,39,40,41,43,50,56,63,68,70,76,78,80
8/21/17,01,02,07,08,10,13,14,16,27,30,32,33,43,48,52,54,56,63,66,68
8/20/17,03,10,12,14,21,23,29,30,31,39,48,49,54,57,58,62,64,66,67,72
8/19/17,04,05,06,10,11,18,19,20,31,37,41,47,48,58,63,65,67,69,78,79
8/18/17,03,05,08,10,11,24,34,40,48,51,53,54,60,61,62,63,64,70,76,80
8/17/17,12,14,17,19,25,27,28,34,36,42,46,49,51,55,59,69,72,74,78,80
8/16/17,08,10,20,23,29,31,32,35,41,46,49,55,57,61,66,67,69,70,73,79
8/15/17,01,03,06,09,12,24,25,27,28,32,36,38,40,42,48,51,55,56,68,75
8/14/17,05,08,14,20,27,29,33,41,43,44,45,46,48,50,53,58,64,70,73,74
8/13/17,04,07,08,12,19,23,32,36,37,40,45,53,54,63,64,66,68,69,70,74
8/12/17,16,17,19,23,24,30,39,42,44,45,46,48,52,54,58,60,66,71,74,76
8/11/17,06,07,14,22,27,29,31,41,42,45,49,52,55,58,61,63,66,71,75,80
8/10/17,01,10,14,16,21,23,24,28,29,32,33,35,41,43,44,45,46,59,64,67
8/9/17,11,15,16,17,22,25,31,34,44,48,51,53,57,58,61,65,67,72,77,80
8/8/17,05,06,15,18,19,24,26,28,39,44,46,47,48,53,56,57,59,75,76,79
8/7/17,01,16,21,22,28,32,34,37,46,48,50,51,53,56,57,59,64,67,79,80
8/6/17,01,07,08,11,15,17,19,22,26,29,30,39,40,45,46,57,58,63,69,77
8/5/17,03,09,12,24,27,28,29,31,36,42,47,56,57,63,64,65,67,69,71,72
8/4/17,07,10,12,26,28,30,40,43,44,48,51,52,58,59,65,67,72,73,75,80
8/3/17,02,03,04,07,09,10,18,29,30,37,40,42,47,58,59,60,65,68,69,80
8/2/17,01,07,09,15,18,24,28,31,35,40,42,46,50,57,58,69,72,75,78,79
8/1/17,10,14,17,21,26,28,31,32,37,40,41,43,46,50,53,63,66,69,72,79
7/31/17,05,10,11,14,16,18,25,30,31,32,40,43,47,54,57,58,60,63,70,74
7/30/17,08,09,13,16,17,27,29,33,42,43,48,49,52,55,59,65,66,68,69,75
7/29/17,03,05,08,12,16,19,31,32,43,47,48,50,52,53,61,62,63,65,67,76
7/28/17,06,10,11,12,18,19,24,34,43,52,53,57,59,61,62,65,71,73,78,79
7/27/17,03,08,10,12,15,17,22,24,25,39,41,43,44,46,59,63,68,71,72,73
7/26/17,03,12,13,14,15,21,23,25,33,37,38,41,42,46,47,58,60,63,67,68
7/25/17,01,09,11,17,22,24,25,28,37,47,54,55,56,59,62,63,64,65,68,74
7/24/17,01,06,08,10,18,25,29,32,38,40,44,50,51,57,59,69,72,77,79,80
7/23/17,01,04,09,12,25,32,39,40,41,43,47,48,52,53,57,58,61,66,67,68
7/22/17,01,03,23,25,30,38,42,43,44,45,46,47,49,50,56,63,68,69,71,76
7/21/17,01,03,07,13,15,22,30,38,39,44,55,61,65,66,68,70,75,78,79,80
7/20/17,05,06,11,17,24,30,33,36,37,41,49,50,51,55,61,63,67,68,71,75
7/19/17,01,02,08,09,11,13,15,16,19,21,28,35,42,43,45,47,49,61,62,73
7/18/17,05,07,10,13,15,20,30,33,35,44,50,56,65,68,70,73,74,77,78,79
7/17/17,05,06,23,27,29,42,44,51,52,59,60,61,63,66,68,69,71,73,79,80
7/16/17,01,02,11,13,16,17,19,26,29,32,33,41,45,46,53,61,64,65,68,74
7/15/17,02,03,12,13,19,24,29,34,35,41,44,45,46,54,57,60,61,68,79,80
7/14/17,05,10,14,15,16,21,34,40,41,43,54,56,65,68,70,74,77,78,79,80
7/13/17,01,05,08,09,11,12,15,25,28,34,37,38,40,47,49,51,53,56,66,74
7/12/17,02,09,10,13,20,42,44,50,51,52,53,56,60,61,62,67,68,73,74,78
7/11/17,05,10,13,25,27,29,30,43,44,46,47,52,55,56,58,63,67,72,74,76
7/10/17,01,02,05,14,18,19,20,24,27,30,32,39,41,43,52,54,58,59,65,69
7/9/17,06,07,11,14,15,17,21,32,37,38,42,46,48,50,53,65,66,68,78,79
7/8/17,07,09,13,15,19,20,29,34,37,40,41,45,49,56,57,62,64,75,77,78
7/7/17,05,09,10,17,18,22,28,29,31,32,33,42,51,53,55,56,58,64,70,79
7/6/17,02,06,07,16,18,20,21,22,26,33,37,41,52,53,56,60,65,77,78,80
7/5/17,10,11,14,15,19,24,29,33,38,44,46,50,52,55,58,62,64,70,71,78
7/4/17,06,07,11,12,14,18,27,30,36,39,44,45,48,51,54,57,58,61,69,77
7/3/17,05,07,12,15,19,25,27,28,36,38,41,42,43,49,51,53,55,59,62,73
7/2/17,01,04,05,10,14,15,20,25,29,30,40,43,47,57,60,62,64,65,76,80
7/1/17,01,03,04,14,16,22,24,29,33,42,45,58,59,63,66,69,75,77,78,80
6/30/17,05,06,12,14,15,25,26,28,35,40,44,47,49,50,60,65,66,68,69,71
6/29/17,01,02,10,13,17,21,22,23,30,32,35,38,53,63,64,65,67,68,69,79
6/28/17,02,08,12,14,18,23,36,41,52,53,61,64,66,68,72,73,74,76,78,79
6/27/17,12,15,18,19,21,22,24,27,29,41,44,47,48,51,55,58,60,63,78,80
6/26/17,06,15,18,26,27,30,34,35,36,38,39,42,47,54,61,63,65,66,75,77
6/25/17,02,05,07,10,11,13,15,27,30,35,38,42,46,54,59,60,63,67,73,76
6/24/17,01,07,08,12,13,17,23,26,28,31,37,44,49,51,60,64,72,75,78,79
6/23/17,10,15,16,26,27,29,30,31,40,50,57,64,65,66,71,72,74,75,77,78
6/22/17,03,12,22,23,28,31,33,42,46,51,54,56,60,62,63,65,71,75,76,79
6/21/17,03,09,14,15,16,23,24,34,37,43,44,47,51,54,59,62,65,68,76,77
6/20/17,01,10,14,15,19,20,22,24,25,27,34,35,36,38,44,45,47,52,63,80
6/19/17,01,12,13,25,26,27,31,41,42,44,45,49,53,61,64,65,67,68,72,74
6/18/17,03,04,17,20,22,23,34,36,38,39,45,47,52,55,59,63,66,67,71,73
6/17/17,04,09,10,14,21,22,24,25,31,38,39,43,47,59,60,63,64,65,70,71
6/16/17,04,05,07,14,18,23,26,29,35,38,40,43,46,51,54,58,66,69,74,78
6/15/17,08,11,16,17,21,23,27,28,35,38,42,43,44,45,46,49,50,55,74,80
6/14/17,04,09,11,14,18,29,31,36,41,42,44,48,49,52,53,55,56,72,77,79
6/13/17,06,10,16,20,23,29,32,41,44,45,52,53,55,60,62,63,74,75,76,80
6/12/17,08,16,18,23,30,33,36,37,40,41,42,43,55,56,68,73,74,75,76,80
6/11/17,02,07,09,10,11,13,20,25,27,28,39,40,51,53,58,59,64,69,79,80
6/9/17,02,05,18,28,33,34,36,39,47,52,54,57,60,66,67,70,71,74,78,79
6/8/17,02,03,04,07,11,16,21,29,30,32,38,42,45,47,50,58,59,62,66,73
6/7/17,09,12,14,16,20,23,25,44,46,47,48,51,52,55,56,62,63,66,70,75
6/6/17,06,07,09,12,15,16,18,24,28,35,36,46,47,48,49,51,64,66,72,80
6/5/17,06,10,11,13,19,21,27,37,38,41,46,47,55,57,61,66,72,73,75,77
6/4/17,02,04,09,18,23,25,27,30,41,43,44,48,50,54,56,57,60,66,68,79
6/3/17,03,04,06,08,12,13,14,17,20,22,28,29,43,44,49,50,58,65,72,80
6/2/17,03,05,14,18,22,23,24,27,32,34,39,44,48,51,54,60,63,72,77,79
6/1/17,01,10,13,14,18,24,25,26,28,33,34,36,39,48,50,51,53,60,67,72
5/31/17,06,11,21,22,25,27,28,37,39,40,44,50,55,56,66,67,74,76,77,80
5/30/17,03,04,06,18,24,31,32,47,50,51,59,60,63,68,69,72,77,78,79,80
5/29/17,06,07,10,14,26,30,36,37,43,48,49,54,58,63,64,65,72,78,79,80
5/28/17,02,07,08,14,19,22,23,27,29,30,31,35,38,47,53,55,58,68,73,78
5/27/17,01,12,16,18,22,30,41,43,46,52,58,62,65,66,67,68,72,75,77,79
5/26/17,04,17,21,22,23,26,27,28,29,30,31,41,46,47,50,53,55,59,67,80
5/25/17,03,05,12,16,18,19,27,28,32,35,38,44,45,51,56,62,64,76,79,80
5/24/17,01,07,13,20,25,27,29,34,41,45,55,57,61,64,66,69,71,75,77,78
5/23/17,02,10,15,16,28,30,33,35,43,50,51,52,53,55,61,64,65,66,68,72
5/22/17,03,15,17,19,20,24,27,31,39,51,53,62,64,70,72,74,75,76,77,79
5/21/17,05,18,19,20,31,33,38,42,44,45,46,49,54,62,63,65,67,68,74,76
5/20/17,01,02,03,04,09,25,27,29,34,35,38,39,43,49,55,56,67,73,77,78
5/19/17,01,08,13,15,30,34,35,36,39,40,59,63,64,66,69,70,74,75,78,80
5/18/17,03,05,09,13,14,15,23,28,29,32,34,35,39,43,55,57,62,68,78,80
5/17/17,02,05,06,14,15,18,21,24,25,27,31,35,37,41,48,49,65,69,71,76
5/16/17,02,14,16,18,21,24,39,42,47,52,54,59,60,62,65,67,68,69,73,79
5/15/17,05,13,14,16,18,23,25,28,34,35,37,39,41,43,47,51,53,59,67,72
5/14/17,08,12,23,26,34,37,41,42,45,50,52,57,58,59,70,71,76,78,79,80
5/13/17,13,16,23,25,26,33,35,43,46,48,49,50,52,58,61,62,64,65,67,72
5/12/17,01,06,08,10,12,20,23,26,35,41,42,43,48,50,56,60,64,72,74,79
5/11/17,01,02,07,09,11,14,19,28,30,38,40,50,51,52,53,59,61,63,67,76
5/10/17,04,06,10,17,20,21,23,26,29,32,33,39,43,55,62,71,72,74,75,77
5/9/17,04,06,10,12,16,17,33,48,49,51,52,60,65,66,70,71,73,74,76,79
5/8/17,04,07,08,09,10,11,13,20,21,22,23,25,33,35,37,44,45,53,60,79
5/7/17,10,15,21,22,23,25,26,30,31,32,35,40,41,42,47,55,70,73,75,78
5/6/17,01,03,04,06,09,10,16,43,44,45,48,49,51,56,59,63,69,71,73,74
5/5/17,02,16,18,19,22,31,35,39,40,44,46,48,49,52,54,59,65,67,75,79
5/4/17,02,03,09,14,23,27,32,38,39,43,52,53,58,63,66,68,70,73,74,80
5/3/17,06,16,17,19,21,22,24,25,31,34,35,39,51,53,62,63,65,71,74,79
5/2/17,02,05,11,15,22,25,28,29,31,33,40,48,55,59,60,67,68,71,74,78
5/1/17,06,09,12,13,16,18,20,23,34,40,41,42,51,57,59,65,72,73,78,80
4/30/17,01,04,08,12,13,14,17,24,31,35,37,41,46,52,58,59,62,72,74,77
4/29/17,03,04,18,20,22,33,34,37,48,49,51,52,53,54,58,59,60,64,67,78
4/28/17,06,08,09,10,14,17,20,21,25,27,36,44,45,46,48,50,52,65,67,72
4/27/17,05,13,16,21,28,33,34,37,38,44,45,47,48,49,50,58,64,66,67,74
4/26/17,01,03,06,11,19,21,26,28,32,33,44,57,59,62,63,65,66,70,77,79
4/25/17,07,12,14,16,17,22,26,33,34,37,49,51,54,56,57,62,64,67,71,73
4/24/17,08,11,12,13,16,24,26,29,32,36,40,45,47,48,54,56,59,69,74,75
4/23/17,01,02,04,07,12,23,24,30,35,36,37,39,44,47,51,53,56,63,68,73
4/22/17,04,11,15,18,21,23,27,30,34,38,39,40,46,52,53,57,69,75,77,78
4/21/17,04,07,11,13,20,31,32,33,39,41,45,48,49,55,58,60,63,65,74,78
4/20/17,02,04,12,16,23,27,28,30,32,39,44,45,47,48,63,64,66,69,74,76
4/19/17,12,15,22,23,28,32,36,41,49,50,52,54,55,56,61,66,69,71,74,79
4/18/17,04,06,14,17,28,32,34,35,43,47,50,53,61,63,67,71,73,75,76,80
4/17/17,01,07,15,22,28,29,30,33,42,46,47,51,59,60,62,63,64,67,68,79
4/16/17,01,03,23,24,28,29,30,32,34,37,46,47,56,58,59,62,63,64,73,78
4/15/17,02,06,08,09,14,18,31,32,43,44,46,47,55,56,60,61,62,65,66,71
4/14/17,01,15,16,24,25,28,40,45,51,53,54,55,58,59,60,63,67,71,73,78
4/13/17,13,20,21,22,26,27,29,32,33,40,43,48,53,58,63,64,65,68,78,79
4/12/17,03,05,06,08,14,16,22,27,35,38,41,42,46,47,48,55,61,65,76,80
4/11/17,02,20,22,27,28,37,44,49,54,58,67,69,72,73,75,76,77,78,79,80
4/10/17,04,05,06,07,13,21,32,34,38,46,50,52,57,62,64,67,70,71,74,77
4/9/17,01,03,04,14,15,27,28,30,31,38,41,45,49,55,64,65,67,68,70,79
4/8/17,05,12,14,15,17,19,26,28,30,33,35,36,38,46,51,56,67,70,77,80
4/7/17,01,10,11,12,14,26,29,31,32,35,40,43,53,55,62,64,69,76,78,80
4/6/17,05,08,10,16,20,21,23,24,25,26,27,31,34,36,40,42,44,52,56,78
4/5/17,02,06,08,10,18,22,24,27,30,34,44,47,54,57,61,65,71,74,79,80
4/4/17,06,10,11,12,17,19,21,26,35,36,47,50,51,54,58,60,68,70,71,75
4/3/17,02,04,05,09,10,15,22,24,33,38,39,45,56,57,58,61,64,68,72,75
4/2/17,07,08,09,10,12,14,16,24,36,41,44,52,54,55,58,59,61,63,67,80
4/1/17,05,10,11,12,17,21,25,26,27,28,35,37,42,49,53,64,65,71,72,74
3/31/17,02,03,07,11,16,24,26,27,29,38,39,50,51,58,61,65,69,74,75,78
3/30/17,02,05,12,15,18,22,24,26,47,48,52,55,57,60,63,65,66,68,69,79
3/29/17,04,13,16,18,20,21,22,26,28,33,34,36,41,44,59,60,63,74,78,79
3/28/17,04,05,09,11,17,18,20,25,27,30,40,46,47,52,54,60,64,69,74,77
3/27/17,02,04,07,12,15,17,18,19,21,22,25,43,48,51,62,66,69,73,76,79
3/26/17,05,06,07,10,13,16,17,22,23,35,55,56,59,64,65,67,68,74,75,78
3/25/17,04,09,12,13,15,21,26,28,37,38,42,48,49,50,56,59,62,64,69,78
3/24/17,05,10,18,19,24,30,31,32,35,36,41,43,47,50,56,64,65,67,69,78
3/23/17,01,04,06,14,16,18,26,27,29,31,33,41,43,50,60,63,67,69,73,75
3/22/17,07,08,10,11,12,13,15,17,26,34,36,40,48,64,67,68,71,72,73,74
3/21/17,09,14,15,16,21,22,24,31,32,43,54,59,60,62,64,72,74,75,77,78
3/20/17,06,07,09,10,18,20,23,27,30,31,37,39,40,44,46,51,52,62,67,75
3/19/17,03,04,06,07,12,13,29,31,35,43,50,54,57,59,66,67,68,75,79,80
3/18/17,01,03,10,11,18,20,24,27,29,36,47,48,49,52,55,58,60,62,64,71
3/17/17,04,05,11,12,13,25,30,35,40,47,48,55,56,57,58,62,64,70,73,79
3/16/17,01,02,04,09,15,19,20,24,25,26,31,44,45,49,55,58,65,66,67,80
3/15/17,04,14,18,21,23,24,25,27,29,33,35,44,50,55,63,64,65,66,73,77
3/14/17,02,09,11,12,21,23,29,36,39,40,42,44,45,47,50,52,56,62,68,77
3/13/17,04,19,21,22,23,27,30,33,34,36,43,51,54,61,65,70,74,76,78,80
3/12/17,04,06,08,10,19,20,22,32,35,41,42,46,50,51,59,68,70,72,74,77
3/11/17,13,20,26,29,30,33,34,38,39,45,46,51,52,55,57,60,61,64,67,80
3/10/17,03,07,15,16,23,26,28,30,33,35,37,38,40,45,64,65,68,69,73,74
3/9/17,11,13,23,24,25,29,32,35,36,41,42,43,48,54,56,60,66,75,76,77
3/8/17,05,07,09,11,13,14,20,36,39,52,53,55,56,59,60,61,64,71,76,80
3/7/17,01,02,03,04,09,14,18,19,20,21,24,25,28,47,48,59,65,68,72,76
3/6/17,03,11,13,14,15,19,21,22,29,36,38,39,41,42,51,52,53,58,67,77
3/5/17,02,03,04,08,11,12,18,22,37,39,42,44,48,49,57,58,63,66,72,77
3/4/17,05,06,08,12,16,29,30,35,41,43,45,46,56,59,67,70,71,73,76,80
3/3/17,04,06,08,09,12,16,23,30,31,33,40,41,42,50,51,55,56,59,61,72
3/2/17,04,06,12,14,18,24,27,44,46,47,48,52,56,69,71,74,75,76,78,80
3/1/17,01,02,03,17,25,27,28,31,39,41,42,51,54,61,63,65,67,72,75,79
2/28/17,03,07,11,16,17,20,21,22,24,26,27,45,47,49,57,65,66,76,77,78
2/27/17,01,03,08,09,14,23,24,30,33,37,42,43,45,48,51,68,74,77,78,79
2/26/17,04,17,18,19,21,22,33,35,37,39,41,42,43,46,47,64,66,72,73,76
2/25/17,03,07,13,15,18,27,38,42,43,47,49,51,52,59,60,61,66,67,73,76
2/24/17,02,03,19,23,24,29,36,37,38,41,43,47,48,56,60,62,63,64,74,75
2/23/17,05,07,10,15,20,22,31,32,33,42,45,46,49,50,52,54,56,57,69,71
2/22/17,02,07,08,09,13,18,24,25,26,27,28,29,32,36,42,44,50,57,63,73
2/21/17,03,14,17,21,23,26,32,33,35,41,54,56,58,59,61,64,65,70,72,80
2/20/17,01,03,05,15,22,26,28,29,34,35,37,38,41,42,45,53,57,72,74,79
2/19/17,04,11,13,15,17,21,22,31,37,38,41,52,60,61,66,67,71,74,75,76
2/18/17,01,13,16,17,22,24,26,27,28,30,37,40,42,45,47,52,56,57,70,73
2/17/17,03,05,08,19,24,26,27,29,37,38,46,50,57,60,61,64,65,74,78,80
2/16/17,01,02,03,04,09,12,20,35,39,41,45,47,54,64,71,72,73,74,77,79
2/15/17,01,06,09,11,13,15,16,19,21,22,33,38,41,44,63,68,69,71,73,74
2/14/17,02,03,04,09,10,14,19,21,22,23,33,46,50,54,61,62,69,70,72,80
2/13/17,10,12,15,17,32,42,43,45,48,52,54,57,60,64,72,74,76,77,78,80
2/12/17,08,09,11,13,20,22,30,41,45,46,49,52,57,58,62,67,71,73,74,76
2/11/17,01,05,09,13,15,23,29,33,34,40,44,46,50,52,57,61,62,68,72,78
2/10/17,01,05,07,11,17,23,26,27,35,38,42,45,55,62,63,65,67,69,70,73
2/9/17,10,15,18,21,26,27,28,29,31,35,37,39,43,46,51,53,63,66,69,73
2/8/17,03,07,14,21,28,30,32,39,43,50,54,55,58,62,64,65,71,74,76,78
2/7/17,01,11,20,21,25,26,27,30,32,33,36,37,44,52,53,54,61,62,63,80
2/6/17,07,10,11,13,15,21,23,25,26,28,32,33,45,49,52,61,62,63,73,79
2/5/17,03,04,05,07,08,13,16,23,30,35,39,53,59,60,63,67,69,77,79,80
2/4/17,02,10,11,12,14,23,24,29,30,31,33,47,49,50,58,67,68,69,72,76
2/3/17,04,06,10,14,15,21,23,27,28,31,35,40,43,47,52,57,61,64,69,70
2/2/17,01,03,04,08,13,19,25,35,39,45,49,57,62,63,64,71,72,74,78,79
2/1/17,01,03,06,08,09,11,20,24,26,27,33,38,42,45,48,52,69,72,75,78
